id,company,name_changed,year_name_changed,address,zipcode,state,date_founded,date_closed,company_type,source,longitude,latitude,lat-long
,Tektronix,,,,,Oregon,,,,,,,
,Electro Scientific Industries,,,,,Oregon,,,,,,,
,Floating Point Systems,,,,,Oregon,,,,,,,
,Intel (Aloha),,,,,Oregon,1974,,chip manufacturing,"Dodds and Wollner, *The Silicon Frontier*, p. 61.",,,
,Flight Dynamics,,,,,Oregon,1977,,hardware manufacturing,"Dodds and Wollner, *The Silicon Frontier*, p. 64.",,,
,Mentor Graphics,,,,,Oregon,1981,,hardware manufacturing,"Dodds and Wollner, *The Silicon Frontier*, p. 66.",,,
,Metheus Corporation,,,,,Oregon,1981,,software,"Dodds and Wollner, *The Silicon Frontier*, p. 73.",,,
,Planar Systems,,,,,Oregon,1983,,hardware manufacturing,"Dodds and Wollner, *The Silicon Frontier*, p. 71.",,,
,Lattice International,,,,,Oregon,1983,,chip manufacturing,,,,
,Epson,,,,,Oregon,,,,,,,
,Fujitsu,,,,,Oregon,,,hardware manufacturing,,,,
,Advanced Transformer Co,,,"303 Portage Ave, Palo Alto, CA",,California,,,,Palo Alto City Directory 1956,,,
,Electrical Materials Corp,,,"810 San Antonio Rd, Palo Alto, CA",,California,,,,,,,
,Fairchild Semiconductor Corp,,,"884 Charleston Rd, Palo Alto, CA",,California,,,,,,,
,Ferro-Magnetics,,,"989 Commercial, Palo Alto, CA",,,,,electrical manufacturing,,,,
,General Electric Ordnance Department,,,"2443 Ash Rim, Palo Alto, CA",,,,,electrical manufacturing,,,,
,Kaiser Aircraft and Electronics Corp,,,"850 San Antonio Road, Palo Alto, CA",,,,,electrical manufacturing,,,,
,Preformed Line Products,,,"600 Hansen Way, Palo Alto, CA",,,,,electrical manufacturing,,-122.139436074612,37.4201235,"37.4201235, -122.139436074612"
,Alfred Electronics,,,"895 Commercial, Palo Alto, CA",,,,,,,-122.1005801,37.4228106,"37.4228106, -122.1005801"
,Allen Electronic Corp,,,"937 Industrial, Palo Alo, CA",,,,,,,,,
,Alpar Manufacturing Corp,,,"220 Demelter, Palo Alto, CA",,,,,,,,,
,Ampex Corp,,,"301 Town and Country Village, Palo Alto, CA",,,,,,,,,
,Amseo Electronics,,,"4007 Transport, Palo Alto, CA",,,,,,,-122.100021263815,37.4261795,"37.4261795, -122.100021263815"
,Associated Radio Distributors,,,"459 California Ave, Palo Alto, CA",,,,,,,-122.1452046,37.4256122,"37.4256122, -122.1452046"
,Beckman Instruments Inc Systems,,,"256 Town and Country Village, Palo Alto, CA",,,,,,,,,
,Brand William Electronic Components Inc,,,"535 Middlefield Road, Palo Alto, CA",,,,,,,-122.1362592,37.4377862,"37.4377862, -122.1362592"
,Collins Electronics Sales Inc,,,"53 Middlefield Road, Palo Alto, CA",,,,,,,-122.1362592,37.4377862,"37.4377862, -122.1362592"
,Components for Research Inc,,,"979 Commercial Road, Palo Alto, CA",,,,,,,,,
,Consolidated Vacuum Corp,,,"4015 Fabian Way, Palo Alto, CA",,,,,,,-122.1042399,37.4258394,"37.4258394, -122.1042399"
,Coopertronix ,,,"809 San Antonio, Palo Alto, CA",,,,,,,,,
,Corbin-Farnsworth Inc,,,"440 Page Mill Road, Palo Alto, CA",,,,,,,-122.141250300603,37.423860149296,"37.423860149296, -122.141250300603"
,Cornell-Dubiliar,,,"553 Cowper, Palo Alto, CA",,,,,,,-122.1585216915,37.4479985456265,"37.4479985456265, -122.1585216915"
,Data Control Systems Inc,,,"535 Middlefield Road, Palo Alto, CA",,,,,,,-122.1362592,37.4377862,"37.4377862, -122.1362592"
,Delcon Corp,,,"943 Industrial, Palo Alto, CA",,,,,,,-122.0990143,37.423557,"37.423557, -122.0990143"
,Dymec,,,"395 Page Mill Road, Palo Alto, CA",,,,,,,-122.1393686,37.4257063,"37.4257063, -122.1393686"
,Echo Corp,,,"809 San Antonio Road, Palo Alto, CA",,,,,,,-122.1022081,37.4206677,"37.4206677, -122.1022081"
,Electronic Motive Manufacturing Company,,,"535 Middlefield Road, Palo Alto, CA",,,,,,,-122.1362592,37.4377862,"37.4377862, -122.1362592"
,FXR Inc,,,"701 Welch Road, Palo Alto, CA",,,,,,,-122.172683,37.436904,"37.436904, -122.172683"
,Fairchild Semiconductor Corp,,,"378 Cambridge Road, Palo Alto, CA",,,,,,,,,
,Farnsworth Electronic Co,,,"815 San Antonio Road, Palo Alto, CA",,,,,,,-122.102380297532,37.420688,"37.420688, -122.102380297532"
,Filtron Co,,,"926 Industrial, Palo Alto, CA",,,,,,,-122.0980412,37.4228683,"37.4228683, -122.0980412"
,General Capacitor Co,,,"755 Loma Verde Ave, Palo Alto, CA",,,,,,,-122.1222506,37.4305506,"37.4305506, -122.1222506"
,General Electric Atomic Products Division,,,"701 University Ave, Palo Alto, CA",,,,,,,-122.156775,37.450858,"37.450858, -122.156775"
,General Electric Powertabe and Microwave Department,,,"601 California Ave, Palo Alto, CA",,,,,,,-122.1430031,37.4285379,"37.4285379, -122.1430031"
,Gianni Controls Corp,,,"271 Town & Country Road, Palo Alto, CA",,,,,,,1.8774979,7.7227067,"7.7227067, 1.8774979"
,Granger Associates,,,"974 Commercial, Palo Alto, CA",,,,,,,-122.0996485,37.424214,"37.424214, -122.0996485"
,Hamilton Electro Sales,,,"882 Emerson, Palo Alto, CA",,,,,,,-122.158311780198,37.4415430278231,"37.4415430278231, -122.158311780198"
,Hughes Aircraft Co Semiconductor Division,,,"535 Middlefield Road, Palo Alto, CA",,,,,,,-122.1362592,37.4377862,"37.4377862, -122.1362592"
,Iconix Inc,,,"945 Industrial, Palo Alto, CA",,,,,,,-122.099004236979,37.423523,"37.423523, -122.099004236979"
,Johnson Red Electronics,,,"3311 Park Blvd, Palo Alto, CA",,,,,,,,,
,Kaiser Aircraft and Electronics Corp,,,"850 San Antonio Road, Palo Alto, CA",,,,,,,,,
,Kane Engineering Laboratories,,,"845 Commercial, Palo Alto, CA",,,,,,,-122.100622497358,37.422195,"37.422195, -122.100622497358"
,Kearfott Co Inc,,,"991 Commercial, Palo Alto, CA",,,,,,,-122.100223411729,37.42496,"37.42496, -122.100223411729"
,Knapic Electro-Physics Inc,,,"936 Industrial, Palo Alto, CA",,,,,,,-122.098342010349,37.4232,"37.4232, -122.098342010349"
,Kollsman Instrument Corp,,,"800 Welch Road, Palo Alto, CA",,,,,,,-122.177263446286,37.437235,"37.437235, -122.177263446286"
,Leach Corp,,,"814 San Antonio Road, Palo Alto, CA",,,,,,,-122.101438042331,37.4206715,"37.4206715, -122.101438042331"
,Liberty Flight Electronics Corp,,,"2443 Ash Road, Palo Alto, CA",,,,,,,,,
,Magnetic Industries Inc,,,"931 Commercial, Palo Alto, CA",,,,,,,-122.1004541,37.4233959,"37.4233959, -122.1004541"
,Mandrel Industries Inc,,,"800 Welch Road, Palo Alto, CA",,,,,,,-122.177263446286,37.437235,"37.437235, -122.177263446286"
,Mardix ,,,"2115 El Camino Real, Palo Alto, CA",,,,,,,-122.1714662,37.4467864,"37.4467864, -122.1714662"
,Marine Electronics,,,"720 La Para, Palo Alto, CA",,,,,,,-122.1323506,37.4130555,"37.4130555, -122.1323506"
,Master Wholesale Electronics,,,"136 Hamilton, Palo Alto, CA",,,,,,,-122.162217503035,37.4430374565938,"37.4430374565938, -122.162217503035"
,McGraw-Edison Co,,,"936 Commercial, Palo Alto, CA",,,,,,,-122.099703912146,37.423457,"37.423457, -122.099703912146"
,Micro Magnetic Industry,,,"180 Walter Hays, Palo Alto, CA",,,,,,,,,
,Microwave Electronics Corp,,,"4061 Transport, Palo Alto, CA",,,,,,,-122.098839,37.4250419,"37.4250419, -122.098839"
,National Research Corporation,,,"941 Charleston Road, Palo Alto, CA",,,,,,,,,
,National Semiconductor Corp,,,"201 Town & Country Village, Palo Alto, CA",,,,,,,1.8774979,7.7227067,"7.7227067, 1.8774979"
,Nickerson-Gray & Associates Inc,,,"2434 Park Blvd, Palo Alto, CA",,,,,,,,,
,Osborne Electronics Sales Corp,,,"535 Middlefield Road, Palo Alto, CA",,,,,,,-122.1362592,37.4377862,"37.4377862, -122.1362592"
,Pacific Electro-Magnetic Co,,,"940 Commercial, Palo Alto, CA",,,,,,,-122.0997117,37.4235725,"37.4235725, -122.0997117"
,Pacific International Electronics Inc,,,"535 Ramona, Palo Alto, CA",,,,,,,-122.1615312,37.4449789,"37.4449789, -122.1615312"
,Palomar Scientific Corp,,,"4039 Transport, Palo Alto, CA",,,,,,,-122.0994887,37.4256912,"37.4256912, -122.0994887"
,Pearson Electronics Inc,,,"707 Urban, Palo Alto, CA",,,,,,,-122.161649106516,37.4411033472099,"37.4411033472099, -122.161649106516"
,Pek Labs,,,"4024 Transport, Palo Alto, CA",,,,,,,-122.1004421,37.4255328,"37.4255328, -122.1004421"
,Peninsula Electronic Supply,,,"3860 El Camino Real, Palo Alto, CA",,,,,,,-122.1714662,37.4467864,"37.4467864, -122.1714662"
,Perlmuth Electronic Associates,,,"941 Charleston Road, Palo Alto, CA",,,,,,,,,
,Philco Corp,,,"3875 Fabian Way, Palo Alto, CA",,,,,,,-122.102457572274,37.4256845,"37.4256845, -122.102457572274"
,R S Electronic Corp,,,"435 Portage Ave, Palo Alto, CA",,,,,,,-122.137390733413,37.421843,"37.421843, -122.137390733413"
,Silectro Co,,,"4043 Transport, Palo Alto, CA",,,,,,,-122.0993679,37.4255394,"37.4255394, -122.0993679"
,Stone Associates Inc,,,"825 San Antonio Road, Palo Alto, CA",,,,,,,-122.101455,37.4232759,"37.4232759, -122.101455"
,Tech Ser Inc,,,"640 Donohoe, Palo Alto, CA",,,,,,,-122.1395072,37.4624938,"37.4624938, -122.1395072"
,Technicraft Engineering Corp,,,"809 San Antonio Road, Palo Alto, CA",,,,,,,-122.1022081,37.4206677,"37.4206677, -122.1022081"
,Texas Instruments,,,"317 Town & Country, Palo Alto, CA",,,,,,,1.8774979,7.7227067,"7.7227067, 1.8774979"
,Trans Dynamics Inc,,,"44 Encina Ave, Palo Alto, CA",,,,,,,-122.160483898864,37.4390781818944,"37.4390781818944, -122.160483898864"
,Transition Electronic Corp,,,"535 Middlefield Road, Palo Alto, CA",,,,,,,-122.1362592,37.4377862,"37.4377862, -122.1362592"
,Varian Associates,,,"2185 Park Blvd, Palo Alto, CA",,,,,,,,,
,Weatherford RVCs,,,"444 Page Mill Road, Palo Alto, CA",,,,,,,-122.141295279864,37.4238076734917,"37.4238076734917, -122.141295279864"
,Willfrom Co,,,"717 Loma Verde Ave, Palo Alto, CA",,,,,,,-122.1303844,37.4235164,"37.4235164, -122.1303844"
